PASS,1,26,CapacitorTest,C277,"C277 100p 346 347",300KΩ,300KΩ,P,1,493.381,64.4603,0
PASS,1,27,Script,,"Display Testing Resistors",,,,,0,,0
PASS,1,28,ResistorTest,R201,"R201 0",1Ω,1Ω,1,P,0.7002,-29.9785,0
PASS,1,29,ResistorTest,R206,"R206 12k",12KΩ,12KΩ,3%,3%,11.8961,-0.8657,0
PASS,1,30,ResistorTest,R104,"R104 4.7k",4.7KΩ,4.7KΩ,3%,3%,4.682,-0.3828,0
PASS,1,31,ResistorTest,R105,"R105 4.7k",4.7KΩ,4.7KΩ,3%,3%,4.6883,-0.2489,0
PASS,1,32,ResistorTest,R106,"R106 4.7k",4.7KΩ,4.7KΩ,3%,3%,4.7052,0.1104,0
PASS,1,33,ResistorTest,R107,"R107 10k",10KΩ,10KΩ,3%,3%,9.9977,-0.0229,0
PASS,1,34,ResistorTest,R200,"R200 // R201 // R204 // R208 // R209 ...",1Ω,1Ω,1,P,0.7036,-29.6378,0
PASS,1,35,ResistorTest,R202,"R202 1k",1KΩ,1KΩ,3%,3%,0.9998,-0.0164,0
PASS,1,36,ResistorTest,R203,"R203 5.1k",5.1KΩ,5.1KΩ,3%,3%,5.069,-0.6084,0
PASS,1,37,ResistorTest,R204,"R204 0",1Ω,1Ω,1,P,0.726,-27.3956,0
PASS,1,38,ResistorTest,R205,"R205 75k",75KΩ,75KΩ,3%,3%,75.3057,0.4075,0
PASS,1,39,ResistorTest,R207,"R207 10k",10KΩ,10KΩ,3%,3%,9.9864,-0.1356,0
PASS,1,40,ResistorTest,R208,"R208 0",1Ω,1Ω,1,P,0.4095,-59.0547,0
PASS,1,41,ResistorTest,R209,"R209 0",1Ω,1Ω,1,P,0.707,-29.2968,0
PASS,1,42,ResistorTest,R210,"R210 100K",100KΩ,100KΩ,3%,3%,101.7496,1.7496,0
PASS,1,43,ResistorTest,R211,"R211 0",1Ω,1Ω,1,P,0.7167,-28.3276,0
PASS,1,44,ResistorTest,R212,"R212 1k",1KΩ,1KΩ,3%,3%,1,0.0035,0
PASS,1,45,ResistorTest,R213,"R213 0",1Ω,1Ω,1,P,0.62,-37.9978,0
PASS,1,46,ResistorTest,R214,"R214 75k",75KΩ,75KΩ,3%,3%,73.9009,-1.4655,0
PASS,1,47,ResistorTest,R215,"R215 12k",12KΩ,12KΩ,3%,3%,12.0924,0.7696,0
PASS,1,48,ResistorTest,R216,"R216 75k",75KΩ,75KΩ,3%,3%,74.9843,-0.0209,0
PASS,1,49,ResistorTest,R217,"R217 12k",12KΩ,12KΩ,3%,3%,12.0126,0.1051,0
PASS,1,50,ResistorTest,R218,"R218 1k",1KΩ,1KΩ,3%,3%,1.0201,2.0118,0
PASS,1,51,ResistorTest,R219,"R219 1k",1KΩ,1KΩ,3%,3%,0.9889,-1.1103,0
PASS,1,52,ResistorTest,R220,"R220 5.1k",5.1KΩ,5.1KΩ,3%,3%,5.0743,-0.5037,0
PASS,1,53,ResistorTest,R222,"R222 4.7k",5.1KΩ,5.1KΩ,3%,3%,5.1014,0.027,0
PASS,1,54,ResistorTest,R224,"R224 5.1K",5.1KΩ,5.1KΩ,3%,3%,5.0874,-0.2466,0
PASS,1,55,ResistorTest,R225,"R225 5.1K",5.1KΩ,5.1KΩ,3%,3%,5.0919,-0.158,0
PASS,1,56,ResistorTest,R226,"R226 8.2",8.2Ω,8.2Ω,3%,3%,8.1931,-0.0836,0
PASS,1,57,ResistorTest,R227,"R227 1k",1KΩ,1KΩ,3%,3%,0.9966,-0.3395,0
PASS,1,58,ResistorTest,R229,"R229 10K",10KΩ,10KΩ,3%,3%,9.9611,-0.3889,0
PASS,1,59,ResistorTest,R231,"R231 10K",10KΩ,10KΩ,3%,3%,10.07,0.7004,0
PASS,1,60,ResistorTest,R235,"R235 10K",10KΩ,10KΩ,3%,3%,10.0175,0.1746,0
PASS,1,61,ResistorTest,R238,"R238 8.2",8.2Ω,8.2Ω,3%,3%,8.2958,1.1685,0
PASS,1,62,ResistorTest,R240,"R240 12K 345 346 347",12KΩ,12KΩ,3%,3%,11.9887,-0.094,0
PASS,1,63,ResistorTest,R242,"R242 10",10Ω,10Ω,3%,3%,9.9416,-0.5836,0
PASS,1,64,ResistorTest,R243,"R243 4.7K",4.7KΩ,4.7KΩ,3%,3%,4.7033,0.0709,0
PASS,1,65,ResistorTest,R244,"R244 8k",8.06KΩ,8.06KΩ,3%,3%,7.9521,-1.3389,0
PASS,1,66,ResistorTest,R246,"R246 82 346 347",82Ω,82Ω,3%,3%,83.254,1.5293,0
PASS,1,67,ResistorTest,R248,"R248 82",82Ω,82Ω,3%,3%,83.1437,1.3947,0
PASS,1,68,ResistorTest,R249,"R249 10",10Ω,10Ω,3%,3%,10.1171,1.1711,0
PASS,1,69,ResistorTest,R250,"R250 82",82Ω,82Ω,3%,3%,82.9899,1.2072,0
PASS,1,70,ResistorTest,R251,"R251 60.4k",60.4KΩ,60.4KΩ,3%,3%,59.1345,-2.0953,0
PASS,1,71,ResistorTest,R252,"R252 4.99K",4.99KΩ,4.99KΩ,3%,3%,4.9981,0.1632,0
PASS,1,72,ResistorTest,R253,"R253 82",82Ω,82Ω,3%,3%,82.7794,0.9505,0
PASS,1,73,ResistorTest,R254,"R254 1k",1KΩ,1KΩ,3%,3%,1.0011,0.1097,0
PASS,1,74,ResistorTest,R255,"R255 82",82Ω,82Ω,3%,3%,82.2945,0.3591,0
PASS,1,75,ResistorTest,R256,"R256 82",82Ω,82Ω,3%,3%,81.9285,-0.0872,0
PASS,1,76,ResistorTest,R257,"R257 75k",75KΩ,75KΩ,3%,3%,74.4023,-0.7969,0
PASS,1,77,ResistorTest,R258,"R258 12k",12KΩ,12KΩ,3%,3%,12.0028,0.0237,0
PASS,1,78,ResistorTest,R259,"R259 1k",1KΩ,1KΩ,3%,3%,1.0019,0.1919,0
PASS,1,79,ResistorTest,R260,"R260 75k",75KΩ,75KΩ,3%,3%,73.9123,-1.4503,0
PASS,1,80,ResistorTest,R261,"R261 12k",12KΩ,12KΩ,3%,3%,12.0523,0.4362,0
PASS,1,81,ResistorTest,R301,"R301 10k",10KΩ,10KΩ,3%,3%,9.9975,-0.0254,0
PASS,1,82,ResistorTest,R302,"R302 10k",10KΩ,10KΩ,3%,3%,9.9337,-0.6627,0
PASS,1,83,ResistorTest,R303,"R303 10k",10KΩ,10KΩ,3%,3%,9.9125,-0.8751,0
PASS,1,84,ResistorTest,R304,"R304 10k",10KΩ,10KΩ,3%,3%,10.0244,0.2445,0
PASS,1,85,ResistorTest,R305,"R305 10k",10KΩ,10KΩ,3%,3%,9.9444,-0.5564,0
PASS,1,86,ResistorTest,R306,"R306 5.1k",5.1KΩ,5.1KΩ,3%,3%,5.1574,1.1254,0
PASS,1,87,ResistorTest,R308,"R308 47k",47KΩ,47KΩ,3%,3%,47.3778,0.8038,0
PASS,1,88,ResistorTest,R311,"R311 10k",10KΩ,10KΩ,3%,3%,9.9595,-0.4052,0
PASS,1,89,ResistorTest,R312,"R312 10k",10KΩ,10KΩ,3%,3%,10.1169,1.1686,0
PASS,1,90,ResistorTest,R316,"R316 10k",10KΩ,10KΩ,3%,3%,9.9494,-0.5058,0
PASS,1,91,ResistorTest,R317,"R317 10k",10KΩ,10KΩ,3%,3%,9.963,-0.3701,0
PASS,1,92,ResistorTest,R318,"R318 10k",10KΩ,10KΩ,3%,3%,10.1333,1.3329,0
PASS,1,93,ResistorTest,R319,"R319 10k",10KΩ,10KΩ,3%,3%,9.9798,-0.2024,0
PASS,1,94,ResistorTest,R322,"R322 10k",10KΩ,10KΩ,3%,3%,9.9521,-0.4786,0
PASS,1,95,ResistorTest,R323,"R323 10k",10KΩ,10KΩ,3%,3%,9.9669,-0.3311,0
PASS,1,96,ResistorTest,R324,"R324 10k",10KΩ,10KΩ,3%,3%,10.1392,1.3925,0
PASS,1,97,ResistorTest,R326,"R326 33",33Ω,33Ω,3%,3%,33.4308,1.3054,0
PASS,1,98,ResistorTest,R327,"R327 33",33Ω,33Ω,3%,3%,33.1375,0.4167,0
PASS,1,99,ResistorTest,R328,"R328 33",33Ω,33Ω,3%,3%,32.7555,-0.7408,0
PASS,1,100,ResistorTest,R329,"R329 10k",10KΩ,10KΩ,3%,3%,9.9976,-0.024,0
PASS,1,101,ResistorTest,R332,"R332 10k",10KΩ,10KΩ,3%,3%,9.9788,-0.2118,0
PASS,1,102,ResistorTest,R334,"R334 10k",10KΩ,10KΩ,3%,3%,9.9983,-0.0174,0
PASS,1,103,ResistorTest,R335,"R335 5.1k",5.1KΩ,5.1KΩ,3%,3%,5.1039,0.076,0
PASS,1,104,ResistorTest,R400,"R400 10k",10KΩ,10KΩ,3%,3%,9.9897,-0.1026,0
PASS,1,105,ResistorTest,R401,"R401 10k",10KΩ,10KΩ,3%,3%,9.9794,-0.2061,0
PASS,1,106,ResistorTest,R403,"R403 82",82Ω,82Ω,3%,3%,81.961,-0.0476,0
PASS,1,107,ResistorTest,R404,"R404 30.1k",30.1KΩ,30.1KΩ,3%,3%,30.1109,0.0363,0
PASS,1,108,ResistorTest,R405,"R405 12k",12KΩ,12KΩ,3%,3%,12.004,0.0337,0
PASS,1,109,ResistorTest,R406,"R406 51k",51KΩ,51KΩ,3%,3%,50.6952,-0.5976,0
PASS,1,110,ResistorTest,R407,"R407 2k",2KΩ,2KΩ,3%,3%,2.0009,0.0463,0
PASS,1,111,ResistorTest,R408,"R408 59.7k",59.7KΩ,59.7KΩ,3%,3%,59.676,-0.0403,0
PASS,1,112,ResistorTest,R409,"R409 10k",10KΩ,10KΩ,3%,3%,10.0052,0.0523,0
PASS,1,113,ResistorTest,R410,"R410 30.1k",30.1KΩ,30.1KΩ,3%,3%,29.91,-0.6311,0
PASS,1,114,ResistorTest,R411,"R411 10k",10KΩ,10KΩ,3%,3%,9.9972,-0.0284,0
PASS,1,115,ResistorTest,R412,"R412 10k",10KΩ,10KΩ,3%,3%,9.976,-0.2396,0
PASS,1,116,ResistorTest,R413,"R413 2k",2KΩ,2KΩ,3%,3%,1.999,-0.0477,0
PASS,1,117,ResistorTest,R414,"R414 1k",1KΩ,1KΩ,3%,3%,1.0041,0.4123,0
PASS,1,118,ResistorTest,R415,"R415 10k",10KΩ,10KΩ,3%,3%,9.979,-0.2101,0
PASS,1,119,ResistorTest,R416,"R416 59.7k",59.7KΩ,59.7KΩ,3%,3%,59.7398,0.0666,0
PASS,1,120,ResistorTest,R417,"R417 12k",12KΩ,12KΩ,3%,3%,12.0755,0.6288,0
PASS,1,121,ResistorTest,R418,"R418 51k",51KΩ,51KΩ,3%,3%,50.9502,-0.0977,0
PASS,1,122,ResistorTest,R419,"R419 12k",12KΩ,12KΩ,3%,3%,12.0924,0.7698,0
PASS,1,123,ResistorTest,R420,"R420 51k",51KΩ,51KΩ,3%,3%,51.0897,0.1758,0
PASS,1,124,ResistorTest,R421,"R421 1k",1KΩ,1KΩ,3%,3%,0.9999,-0.0139,0
PASS,1,125,ResistorTest,R422,"R422 1k",1KΩ,1KΩ,3%,3%,0.9982,-0.1775,0
PASS,1,126,ResistorTest,R423,"R423 1k",1KΩ,1KΩ,3%,3%,1.0001,0.0138,0
PASS,1,127,ResistorTest,R424,"R424 1k",1KΩ,1KΩ,3%,3%,0.9962,-0.378,0
PASS,1,128,ResistorTest,R425,"R425 1k",1KΩ,1KΩ,3%,3%,1.002,0.1964,0
PASS,1,129,ResistorTest,R426,"R426 1k",1KΩ,1KΩ,3%,3%,0.9965,-0.3498,0
PASS,1,130,ResistorTest,R427,"R427 1k",1KΩ,1KΩ,3%,3%,0.998,-0.1982,0
PASS,1,131,ResistorTest,R428,"R428 1k",1KΩ,1KΩ,3%,3%,0.9927,-0.7274,0
PASS,1,132,ResistorTest,R429,"R429 68k",68KΩ,68KΩ,3%,3%,68.1873,0.2754,0
PASS,1,133,ResistorTest,R430,"R430 68k",68KΩ,68KΩ,3%,3%,68.1982,0.2914,0
PASS,1,134,ResistorTest,R431,"R431 68k",68KΩ,68KΩ,3%,3%,68.355,0.522,0
PASS,1,135,ResistorTest,R432,"R432 68k",68KΩ,68KΩ,3%,3%,68.2086,0.3067,0
PASS,1,136,ResistorTest,R433,"R433 100k",100KΩ,100KΩ,3%,3%,100.1551,0.1551,0
PASS,1,137,ResistorTest,R435,"R435 100k",100KΩ,100KΩ,3%,3%,98.8746,-1.1254,0
PASS,1,138,ResistorTest,R437,"R437 36k",36KΩ,36KΩ,3%,3%,35.923,-0.2138,0
PASS,1,139,ResistorTest,R438,"R438 36k",36KΩ,36KΩ,3%,3%,35.9887,-0.0313,0
PASS,1,140,ResistorTest,R439,"R439 36k",36KΩ,36KΩ,3%,3%,36.0106,0.0295,0
PASS,1,141,ResistorTest,R440,"R440 110k",110KΩ,110KΩ,3%,3%,110.7138,0.649,0
PASS,1,142,ResistorTest,R441,"R441 36k",36KΩ,36KΩ,3%,3%,35.982,-0.05,0
PASS,1,143,ResistorTest,R442,"R442 10k",10KΩ,10KΩ,3%,3%,10.0109,0.1095,0
PASS,1,144,ResistorTest,R443,"R443 100k",100KΩ,100KΩ,3%,3%,100.0542,0.0542,0
PASS,1,145,ResistorTest,R444,"R444 100k",100KΩ,100KΩ,3%,3%,100.1761,0.1761,0
PASS,1,146,ResistorTest,R445,"R445 100k",100KΩ,100KΩ,3%,3%,99.9521,-0.0479,0
PASS,1,147,ResistorTest,R446,"R446 220",220Ω,220Ω,3%,3%,221.1541,0.5246,0
PASS,1,148,ResistorTest,R447,"R447 220",220Ω,220Ω,3%,3%,221.5604,0.7093,0
PASS,1,149,ResistorTest,R448,"R448 100k",100KΩ,100KΩ,3%,3%,99.1855,-0.8145,0
PASS,1,150,ResistorTest,R449,"R449 100",100Ω,100Ω,3%,3%,99.9267,-0.0733,0
PASS,1,151,ResistorTest,R450,"R450 100",100Ω,100Ω,3%,3%,100.0104,0.0104,0
PASS,1,152,ResistorTest,R451,"R451 10k",10KΩ,10KΩ,3%,3%,10.0118,0.1179,0
PASS,1,153,ResistorTest,R452,"R452 20k",20KΩ,20KΩ,3%,3%,20.0346,0.1729,0
PASS,1,154,ResistorTest,R453,"R453 20k",20KΩ,20KΩ,3%,3%,20.1054,0.527,0
PASS,1,155,ResistorTest,R454,"R454 10k",10KΩ,10KΩ,3%,3%,9.9037,-0.9629,0
PASS,1,156,ResistorTest,R455,"R455 1k",1KΩ,1KΩ,3%,3%,0.9996,-0.0375,0
PASS,1,157,ResistorTest,R456,"R456 1k",1KΩ,1KΩ,3%,3%,1.0008,0.0847,0
PASS,1,158,ResistorTest,R457,"R457 1k",1KΩ,1KΩ,3%,3%,0.9997,-0.0256,0
PASS,1,159,ResistorTest,R458,"R458 1k",1KΩ,1KΩ,3%,3%,0.9984,-0.1612,0
PASS,1,160,ResistorTest,R500,"R500 5.6k",5.6KΩ,5.6KΩ,3%,3%,5.6053,0.0939,0
PASS,1,161,ResistorTest,R501,"R501 1k",1KΩ,1KΩ,3%,3%,1.001,0.0997,0
PASS,1,162,ResistorTest,R503,"R503 10k",10KΩ,10KΩ,3%,3%,9.9953,-0.0466,0
PASS,1,163,ResistorTest,R504,"R504 10k",10KΩ,10KΩ,3%,3%,10.0051,0.0512,0
PASS,1,164,ResistorTest,R505,"R505 10k",10KΩ,10KΩ,3%,3%,9.9961,-0.0387,0
PASS,1,165,ResistorTest,R506,"R506 0",1Ω,1Ω,1,P,-0.5383,-153.8257,0
PASS,1,166,ResistorTest,R507,"R507 1k",1KΩ,1KΩ,3%,3%,0.9988,-0.1191,0
PASS,1,167,ResistorTest,R508,"R508 10k",10KΩ,10KΩ,3%,3%,9.9839,-0.1609,0
PASS,1,168,ResistorTest,R509,"R509 10k",10KΩ,10KΩ,3%,3%,9.9977,-0.0227,0
PASS,1,169,ResistorTest,R511,"R511 3.3k",3.3KΩ,3.3KΩ,3%,3%,3.2915,-0.2584,0
PASS,1,170,ResistorTest,R512,"R512 10k",10KΩ,10KΩ,3%,3%,9.9938,-0.0622,0
PASS,1,171,ResistorTest,R514,"R514 10k",10KΩ,10KΩ,3%,3%,9.9634,-0.3663,0
PASS,1,172,ResistorTest,R515,"R515 10k",10KΩ,10KΩ,3%,3%,9.9896,-0.1043,0
PASS,1,173,ResistorTest,R516,"R516 10k",10KΩ,10KΩ,3%,3%,9.9899,-0.1014,0
PASS,1,174,ResistorTest,R517,"R517 10k",10KΩ,10KΩ,3%,3%,9.9872,-0.1281,0
PASS,1,175,ResistorTest,R518,"R518 1k",1KΩ,1KΩ,3%,3%,1.0013,0.1306,0
PASS,1,176,ResistorTest,R519,"R519 1k",1KΩ,1KΩ,3%,3%,0.9993,-0.0706,0
PASS,1,177,ResistorTest,R520,"R520 1k",1KΩ,1KΩ,3%,3%,0.9981,-0.1898,0
PASS,1,178,ResistorTest,R521,"R521 1k",1KΩ,1KΩ,3%,3%,0.9957,-0.4295,0
PASS,1,179,ResistorTest,R522,"R522 1k",1KΩ,1KΩ,3%,3%,0.9912,-0.8769,0
PASS,1,180,ResistorTest,R523,"R523 1k",1KΩ,1KΩ,3%,3%,0.9906,-0.941,0
PASS,1,181,ResistorTest,R600,"R600 47k",47KΩ,47KΩ,3%,3%,47.5399,1.1487,0
PASS,1,182,ResistorTest,R601,"R601 47k",47KΩ,47KΩ,3%,3%,47.1932,0.411,0
PASS,1,183,ResistorTest,R602,"R602 47k",47KΩ,47KΩ,3%,3%,46.5614,-0.9331,0
PASS,1,184,ResistorTest,R603,"R603 47k",47KΩ,47KΩ,3%,3%,46.7289,-0.5768,0
PASS,1,185,ResistorTest,R604,"R604 47k",47KΩ,47KΩ,3%,3%,46.8841,-0.2467,0
PASS,1,186,ResistorTest,R605,"R605 47k",47KΩ,47KΩ,3%,3%,46.8017,-0.422,0
PASS,1,187,ResistorTest,R606,"R606 1k",47KΩ,47KΩ,3%,3%,47.5742,1.2217,0
PASS,1,188,ResistorTest,R607,"R607 3.9k",3.9KΩ,3.9KΩ,3%,3%,3.8936,-0.1642,0
PASS,1,189,ResistorTest,R608,"R608 3.9k",3.9KΩ,3.9KΩ,3%,3%,3.852,-1.2302,0
PASS,1,190,ResistorTest,R609,"R609 3.9k",3.9KΩ,3.9KΩ,3%,3%,3.8879,-0.3112,0
PASS,1,191,ResistorTest,R610,"R610 3.9k",3.9KΩ,3.9KΩ,3%,3%,3.8901,-0.254,0
PASS,1,192,ResistorTest,R611,"R611 3.9k",3.9KΩ,3.9KΩ,3%,3%,3.8356,-1.6516,0
PASS,1,193,ResistorTest,R612,"R612 3.9k",3.9KΩ,3.9KΩ,3%,3%,3.8771,-0.5871,0
PASS,1,194,ResistorTest,R613,"R613 1.82k",1.82KΩ,1.82KΩ,3%,3%,1.8187,-0.0733,0
PASS,1,195,ResistorTest,R614,"R614 1k",1KΩ,1KΩ,3%,3%,1.0016,0.1564,0
PASS,1,196,ResistorTest,R615,"R615 0",1Ω,1Ω,1,P,0.0382,-96.1786,0
PASS,1,197,ResistorTest,R616,"R616 1.82k",1.82KΩ,1.82KΩ,3%,3%,1.8298,0.5388,0
PASS,1,198,ResistorTest,R617,"R617 1k",1KΩ,1KΩ,3%,3%,0.9985,-0.1499,0
PASS,1,199,ResistorTest,R618,"R618 47k",47KΩ,47KΩ,3%,3%,47.0431,0.0917,0
PASS,1,200,ResistorTest,R619,"R619 10k",10KΩ,10KΩ,3%,3%,9.9771,-0.2288,0
PASS,1,201,ResistorTest,R700,"R700 1k",1KΩ,1KΩ,3%,3%,1.0007,0.0651,0
PASS,1,202,ResistorTest,R701,"R701 1k",1KΩ,1KΩ,3%,3%,0.9994,-0.0607,0
PASS,1,203,ResistorTest,R702,"R702 1k",1KΩ,1KΩ,3%,3%,1.0043,0.4293,0
PASS,1,204,ResistorTest,R703,"R703 1k",1KΩ,1KΩ,3%,3%,0.9995,-0.05,0
PASS,1,205,ResistorTest,R704,"R704 3.3k",3.3KΩ,3.3KΩ,3%,3%,3.2898,-0.3095,0
PASS,1,206,ResistorTest,R705,"R705 60.4o",60.4Ω,60.4Ω,3%,3%,60.468,0.1125,0
PASS,1,207,ResistorTest,R706,"R706 60.4o",60.4Ω,60.4Ω,3%,3%,60.6266,0.3752,0
PASS,1,208,ResistorTest,R707,"R707 0",1Ω,1Ω,1,P,0.4234,-57.6629,0
PASS,1,209,ResistorTest,R709,"R709 // R710 1k",1KΩ,1KΩ,3%,3%,1.0007,0.0717,0
PASS,1,210,ResistorTest,R711,"R711 1.3k",1.3KΩ,1.3KΩ,3%,3%,1.3034,0.2645,0
PASS,1,211,ResistorTest,R712,"R712 1.3k",1.3KΩ,1.3KΩ,3%,3%,1.3057,0.4408,0
PASS,1,212,ResistorTest,R800,"R800 82",82Ω,82Ω,3%,3%,82.3966,0.4836,0
PASS,1,213,ResistorTest,R801,"R801 82",82Ω,82Ω,3%,3%,82.4562,0.5563,0
PASS,1,214,ResistorTest,R802,"R802 10k",10KΩ,10KΩ,3%,3%,9.9855,-0.1453,0
PASS,1,215,ResistorTest,R803,"R803 10k",10KΩ,10KΩ,3%,3%,9.964,-0.3603,0
PASS,1,216,ResistorTest,R804,"R804 82",82Ω,82Ω,3%,3%,81.9141,-0.1048,0
PASS,1,217,ResistorTest,R805,"R805 82",82Ω,82Ω,3%,3%,82.015,0.0183,0
PASS,1,218,ResistorTest,R806,"R806 1k",1KΩ,1KΩ,3%,3%,1,0.0037,0
PASS,1,219,ResistorTest,R807,"R807 82",82Ω,82Ω,3%,3%,82.0991,0.1209,0
PASS,1,220,ResistorTest,R808,"R808 82",82Ω,82Ω,3%,3%,81.7836,-0.2639,0
PASS,1,221,ResistorTest,R809,"R809 1k",1KΩ,1KΩ,3%,3%,1.0015,0.153,0
PASS,1,222,ResistorTest,R810,"R810 1k",1KΩ,1KΩ,3%,3%,1.0008,0.0803,0
PASS,1,223,ResistorTest,R812,"R812 1k",1KΩ,1KΩ,3%,3%,0.9979,-0.2079,0
PASS,1,224,ResistorTest,R813,"R813 1k",1KΩ,1KΩ,3%,3%,0.9912,-0.8777,0
PASS,1,225,ResistorTest,R814,"R814 10k",10KΩ,10KΩ,3%,3%,10.0242,0.2421,0
PASS,1,226,ResistorTest,R815,"R815 10k",10KΩ,10KΩ,3%,3%,9.9386,-0.6145,0
PASS,1,227,ResistorTest,R816,"R816 1k",1KΩ,1KΩ,3%,3%,0.9996,-0.0429,0
PASS,1,228,ResistorTest,R818,"R818 82",82Ω,82Ω,3%,3%,81.9469,-0.0648,0
PASS,1,229,ResistorTest,R819,"R819 82",82Ω,82Ω,3%,3%,82.1348,0.1644,0
PASS,1,230,ResistorTest,R820,"R820 10k",10KΩ,10KΩ,3%,3%,9.9536,-0.4643,0
PASS,1,231,ResistorTest,R821,"R821 10k",10KΩ,10KΩ,3%,3%,9.9219,-0.781,0
PASS,1,232,ResistorTest,R822,"R822 10k",10KΩ,10KΩ,3%,3%,9.9283,-0.7174,0
PASS,1,233,ResistorTest,R823,"R823 10k",10KΩ,10KΩ,3%,3%,10.0034,0.0344,0
PASS,1,234,ResistorTest,R824,"R824 82",82Ω,82Ω,5%,5%,82.3379,0.4121,0
PASS,1,235,ResistorTest,R825,"R825 82",82Ω,82Ω,3%,3%,82.2241,0.2733,0
PASS,1,236,ResistorTest,R826,"R826 82",82Ω,82Ω,3%,3%,82.3959,0.4828,0
PASS,1,237,ResistorTest,R827,"R827 82",82Ω,82Ω,3%,3%,82.2919,0.3559,0
PASS,1,238,Script,,"Display Testing Capacitors",,,,,0,,0
PASS,1,239,CapacitorTest,C239,"C239 22n",22nF,22nF,15%,15%,20.2981,-7.736,0
PASS,1,240,CapacitorTest,C104,"C104 47pF",173pF,173pF,20%,20%,183.6739,6.1699,0
PASS,1,241,CapacitorTest,C105,"C105 47pF",170pF,170pF,20%,20%,140.4412,-17.3875,0
PASS,1,242,CapacitorTest,BUSCAP,"BUSCAP VN C106 // C253 // C255 // C403 // C701 ...",6.4μF,6.4μF,10%,10%,6.0499,-5.4708,0
PASS,1,243,CapacitorTest,C201,"C201 // C205 2.67u",2.67μF,2.67μF,10%,10%,2.5377,-4.9538,0
PASS,1,244,CapacitorTest,BUSCAP,"BUSCAP VB C202 // C204 // C213 // C209",5.34μF,5.34μF,10%,10%,5.0861,-4.7542,0
PASS,1,245,CapacitorTest,BUSCAP,"BUSCAP GC C206 // C207 // C211 // C214 // C216 ...",1μF,1μF,10%,10%,1.0025,0.2488,0
PASS,1,246,CapacitorTest,C208,"C208 47n",47nF,47nF,15%,15%,45.1497,-3.9368,0
PASS,1,247,CapacitorTest,C212,"C212 10n",10nF,10nF,15%,15%,9.9448,-0.5523,0
PASS,1,248,CapacitorTest,C215,"C215 1u",1μF,1μF,10%,10%,0.9627,-3.7299,0
PASS,1,249,CapacitorTest,C101,"C101 // C217 // C218 47u",47.2μF,47.2μF,10%,10%,45.166,-4.3092,0
PASS,1,250,CapacitorTest,C220,"C220 10n // R210 100k",10nF,10nF,15%,15%,9.4846,-5.1545,0
